,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,hyb_protocol,scan_protocol,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_fax,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,series_id,data_row_count
GSM1116094,['Basal Sample11 rep1'],['GSM1116094'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Basal Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Basal', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116094/suppl/GSM1116094_BC04_ARN0011_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116095,['Her2 Sample12 rep1-2'],['GSM1116095'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116095/suppl/GSM1116095_BC04_ARN0013_s1h1s1_U133p2.CEL.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116095/suppl/GSM1116095_BC16_ARN0118_s1h2s1_U133p2.CEL.gz']",['GSE45827'],['29873']
GSM1116096,['Her2 Sample13 rep1'],['GSM1116096'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116096/suppl/GSM1116096_BC04_ARN0014_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116097,['Her2 Sample14 rep1'],['GSM1116097'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116097/suppl/GSM1116097_BC04_ARN0015_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116098,['Her2 Sample15 rep1'],['GSM1116098'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116098/suppl/GSM1116098_BC04_ARN0016_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116099,['Basal Sample16 rep1-2'],['GSM1116099'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Basal Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Basal', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116099/suppl/GSM1116099_BC04_ARN0017_s1h1s1_U133p2.CEL.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116099/suppl/GSM1116099_BC16_ARN0042_s1h1s1_U133p2.CEL.gz']",['GSE45827'],['29873']
GSM1116100,['Her2 Sample17 rep1'],['GSM1116100'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116100/suppl/GSM1116100_BC04_ARN0018_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116101,['Basal Sample18 rep1'],['GSM1116101'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Basal Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Basal', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116101/suppl/GSM1116101_BC04_ARN0019_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116102,['Basal Sample19 rep1-2'],['GSM1116102'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Basal Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Basal', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116102/suppl/GSM1116102_BC04_ARN0020_s1h1s1_U133p2.CEL.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116102/suppl/GSM1116102_BC16_ARN0069_s1h1s1_U133p2.CEL.gz']",['GSE45827'],['29873']
GSM1116103,['Her2 Sample20 rep1'],['GSM1116103'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116103/suppl/GSM1116103_BC04_ARN0021_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116104,['Her2 Sample21 rep1-2'],['GSM1116104'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116104/suppl/GSM1116104_BC04_ARN0022_s1h1s1_U133p2.CEL.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116104/suppl/GSM1116104_BC16_ARN0070_s1h1s1_U133p2.CEL.gz']",['GSE45827'],['29873']
GSM1116105,['Her2 Sample22 rep1'],['GSM1116105'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Her2 Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Her2', 'batch: 8', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116105/suppl/GSM1116105_BC04_ARN0023_s1h1s1_U133p2.CEL.gz'],['GSE45827'],['29873']
GSM1116106,['Basal Sample23 rep1-2'],['GSM1116106'],['Public on Mar 24 2016'],['Apr 05 2013'],['Mar 24 2016'],['RNA'],['1'],['Human Basal Tumor Sample'],['Homo sapiens'],['9606'],"['diagnosis: Breast cancer', 'tumor subtype: Basal', 'batch: 9', 'hybridation: -1']",['total RNA'],"['Total RNA was extracted and purified from tumor samples by using the Rneasy Mini Kit (Qiagen) and then, the RNA clean up kit (Macherey Nagel) according to the manufacturers’ instructions']",['Biotin'],"['After RNA quality and quantity controls, 2 µg of total RNA were amplified and labeled according to the Affymetrix one cycle synthesis target preparation protocol to hybridize Affymetrix U133 plus 2.0 chips, as described by the company.']",['See manufacturer protocol.'],['See manufacturer protocol.'],"['The data were first normalized by using GC-RMA (R version 2.14.1). A linear mixed model using Restricted Maximum Likelihood (REML using name package) was then applied. The model included the different experimental batches and the sample type as fixed effects, and treated technical variation as random effects. No interaction terms were included. This model was used to derive significance for differential expression between different tumor types and for correction of batch and hybridization effects. For further analysis, technical replicates were averaged. We choose to discard probe-sets with noise-level signal from the analysis: specifically, we considered as not expressed and therefore discarded, all the probe-sets with a log2 intensity of less than 4 in 95% or more of tissue samples.']",['GPL570'],"['Fatima,,Mechta-Grigoriou']",['fatima.mechta-grigoriou@curie.fr'],['+33156246653'],['+33156246650'],"['""Stress and Cancer"" Lab.']",['INSERM U830'],['Institut Curie'],"[""26 rue d'Ulm""]",['PARIS'],['75248'],['France'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116106/suppl/GSM1116106_BC04_ARN0025_s1h1s1_U133p2.CEL.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1116nnn/GSM1116106/suppl/GSM1116106_BC16_ARN0076_s1h1s1_U133p2.CEL.gz']",['GSE45827'],['29873']
